symbol	GeneID
	ENSG00000278523
MIR6810	ENSG00000278524
IGKV2OR2-8	ENSG00000278537
RN7SL113P	ENSG00000278590
	ENSG00000278593
MIR6077	ENSG00000278596
SOWAHCP5	ENSG00000278631
	ENSG00000278764
	ENSG00000278766
MIR6071	ENSG00000278783
	ENSG00000278791
IGKV1D-12	ENSG00000278857
	ENSG00000278908
	ENSG00000278924
	ENSG00000278957
	ENSG00000278962
	ENSG00000279015
	ENSG00000279024
	ENSG00000279070
	ENSG00000279096
	ENSG00000279160
	ENSG00000279166
	ENSG00000279181
	ENSG00000279201
	ENSG00000279205
	ENSG00000279214
	ENSG00000279218
CMKLR2-AS	ENSG00000279220
	ENSG00000279227
	ENSG00000279254
	ENSG00000279267
NDUFAF2P1	ENSG00000279307
	ENSG00000279317
	ENSG00000279333
	ENSG00000279348
KLHL30-AS1	ENSG00000279484
	ENSG00000279485
	ENSG00000279512
	ENSG00000279519
	ENSG00000279526
	ENSG00000279544
	ENSG00000279559
	ENSG00000279598
	ENSG00000279663
	ENSG00000279721
	ENSG00000279791
PRAMEF18	ENSG00000279804
	ENSG00000279809
	ENSG00000279844
	ENSG00000279874
	ENSG00000279876
	ENSG00000279884
	ENSG00000279904
	ENSG00000279956
	ENSG00000279957
	ENSG00000279964
	ENSG00000280037
	ENSG00000280083
	ENSG00000280105
	ENSG00000280119
	ENSG00000280154
	ENSG00000280176
	ENSG00000280228
	ENSG00000280257
	ENSG00000280276
	ENSG00000280323
	ENSG00000280360
	ENSG00000280390
LINC01101	ENSG00000280409
	ENSG00000280414
	ENSG00000280537
LINC01348	ENSG00000280587
	ENSG00000280636
	ENSG00000280649
LINC01943	ENSG00000280721
LINC01173	ENSG00000280744
	ENSG00000280878
SCHLAP1	ENSG00000281131
	ENSG00000281159
LINC01127	ENSG00000281162
	ENSG00000281195
BLACAT1	ENSG00000281406
	ENSG00000281469
LINC01955	ENSG00000281477
	ENSG00000281516
	ENSG00000281772
	ENSG00000281780
	ENSG00000281904
	ENSG00000281920
	ENSG00000282033
	ENSG00000282048
	ENSG00000282304
	ENSG00000282440
	ENSG00000282564
MALLP1	ENSG00000282785
	ENSG00000282828
	ENSG00000282836
	ENSG00000282890
	ENSG00000282944
	ENSG00000282998
	ENSG00000283031
	ENSG00000283044
	ENSG00000283058
	ENSG00000283118
KMT2CP4	ENSG00000283132
	ENSG00000283164
	ENSG00000283167
	ENSG00000283202
MIR1246	ENSG00000283203
MIR4434	ENSG00000283204
	ENSG00000283214
MIR4433A	ENSG00000283222
SPRR5	ENSG00000283227
MIR1245B	ENSG00000283238
	ENSG00000283262
	ENSG00000283283
	ENSG00000283303
	ENSG00000283312
MIR7515	ENSG00000283394
	ENSG00000283427
CCDC195	ENSG00000283428
LINC01958	ENSG00000283436
	ENSG00000283451
MIR3130-1	ENSG00000283469
	ENSG00000283491
	ENSG00000283502
MIR7157	ENSG00000283506
MIR4773-2	ENSG00000283569
GKN3P	ENSG00000283586
MIR4430	ENSG00000283591
	ENSG00000283635
	ENSG00000283636
MIR4776-2	ENSG00000283637
MIR9500	ENSG00000283639
	ENSG00000283657
	ENSG00000283659
MIR5087	ENSG00000283676
	ENSG00000283684
VINAC1P	ENSG00000283698
MIR4785	ENSG00000283734
	ENSG00000283766
	ENSG00000283839
MTND3P18	ENSG00000283865
MIR7704	ENSG00000283880
MTND3P15	ENSG00000283940
	ENSG00000283952
	ENSG00000283994
	ENSG00000284003
	ENSG00000284052
MIR4775	ENSG00000284079
AOX3P-AOX2P	ENSG00000284084
MIR5703	ENSG00000284092
MIR4784	ENSG00000284149
MTATP6P5	ENSG00000284167
	ENSG00000284171
MIR6513	ENSG00000284173
MIR3606	ENSG00000284180
	ENSG00000284188
MIR4444-1	ENSG00000284252
C2orf81	ENSG00000284308
	ENSG00000284337
	ENSG00000284376
MIR1244-1	ENSG00000284378
MIR5001	ENSG00000284407
	ENSG00000284452
SMIM39	ENSG00000284479
	ENSG00000284600
	ENSG00000284604
	ENSG00000284608
SCYGR1	ENSG00000284629
SCYGR8	ENSG00000284635
SCYGR2	ENSG00000284643
	ENSG00000284646
	ENSG00000284659
OR4F16	ENSG00000284662
SCYGR5	ENSG00000284667
	ENSG00000284699
TMEM247	ENSG00000284701
SCYGR3	ENSG00000284704
	ENSG00000284706
	ENSG00000284716
SCYGR7	ENSG00000284718
	ENSG00000284719
SCYGR6	ENSG00000284725
OR4F29	ENSG00000284733
	ENSG00000284738
	ENSG00000284740
	ENSG00000284747
	ENSG00000284820
	ENSG00000284879
	ENSG00000284882
	ENSG00000284902
	ENSG00000284932
	ENSG00000285016
TBCE	ENSG00000285053
	ENSG00000285062
	ENSG00000285068
	ENSG00000285155
	ENSG00000285184
	ENSG00000285215
	ENSG00000285325
	ENSG00000285354
LINC02478	ENSG00000285373
	ENSG00000285519
	ENSG00000285542
	ENSG00000285548
	ENSG00000285569
	ENSG00000285577
	ENSG00000285591
	ENSG00000285611
	ENSG00000285626
	ENSG00000285629
	ENSG00000285673
	ENSG00000285728
	ENSG00000285754
	ENSG00000285755
	ENSG00000285793
	ENSG00000285819
LINC02793	ENSG00000285823
SCYGR9	ENSG00000285843
	ENSG00000285857
	ENSG00000285872
	ENSG00000285876
	ENSG00000285898
	ENSG00000285925
	ENSG00000285928
LCE7A	ENSG00000285946
	ENSG00000285984
	ENSG00000286002
	ENSG00000286011
NOTCH2NLB	ENSG00000286019
	ENSG00000286020
	ENSG00000286036
	ENSG00000286045
ASDURF	ENSG00000286053
	ENSG00000286058
	ENSG00000286059
	ENSG00000286068
	ENSG00000286071
	ENSG00000286081
SPEGNB	ENSG00000286095
	ENSG00000286101
NOTCH2NLR	ENSG00000286106
	ENSG00000286115
	ENSG00000286143
	ENSG00000286145
	ENSG00000286152
	ENSG00000286154
	ENSG00000286160
	ENSG00000286165
	ENSG00000286167
	ENSG00000286170
	ENSG00000286183
	ENSG00000286188
	ENSG00000286198
	ENSG00000286199
	ENSG00000286202
	ENSG00000286206
	ENSG00000286207
	ENSG00000286208
	ENSG00000286211
	ENSG00000286218
	ENSG00000286223
	ENSG00000286225
	ENSG00000286227
	ENSG00000286234
	ENSG00000286239
	ENSG00000286244
	ENSG00000286260
	ENSG00000286272
	ENSG00000286290
	ENSG00000286307
	ENSG00000286325
	ENSG00000286335
	ENSG00000286347
	ENSG00000286358
	ENSG00000286360
	ENSG00000286370
	ENSG00000286383
	ENSG00000286384
	ENSG00000286389
	ENSG00000286391
	ENSG00000286399
	ENSG00000286412
	ENSG00000286415
	ENSG00000286427
	ENSG00000286480
	ENSG00000286481
	ENSG00000286513
	ENSG00000286515
	ENSG00000286519
	ENSG00000286524
	ENSG00000286525
	ENSG00000286530
PARTICL	ENSG00000286532
	ENSG00000286539
	ENSG00000286545
	ENSG00000286557
	ENSG00000286588
	ENSG00000286604
	ENSG00000286606
	ENSG00000286611
	ENSG00000286621
	ENSG00000286623
	ENSG00000286640
	ENSG00000286645
	ENSG00000286654
	ENSG00000286679
	ENSG00000286697
	ENSG00000286698
	ENSG00000286707
	ENSG00000286728
	ENSG00000286737
	ENSG00000286739
	ENSG00000286748
	ENSG00000286769
	ENSG00000286772
	ENSG00000286776
	ENSG00000286778
	ENSG00000286797
	ENSG00000286807
	ENSG00000286829
	ENSG00000286833
	ENSG00000286836
	ENSG00000286851
	ENSG00000286857
	ENSG00000286864
	ENSG00000286868
	ENSG00000286873
	ENSG00000286879
	ENSG00000286883
	ENSG00000286889
	ENSG00000286899
	ENSG00000286904
	ENSG00000286905
	ENSG00000286932
	ENSG00000286942
	ENSG00000286963
	ENSG00000286965
	ENSG00000286979
	ENSG00000286980
	ENSG00000287008
	ENSG00000287025
	ENSG00000287026
	ENSG00000287027
LINC02946	ENSG00000287036
	ENSG00000287041
	ENSG00000287048
	ENSG00000287049
	ENSG00000287091
LINC02993	ENSG00000287115
	ENSG00000287119
	ENSG00000287126
	ENSG00000287129
	ENSG00000287130
	ENSG00000287133
	ENSG00000287135
	ENSG00000287141
	ENSG00000287145
	ENSG00000287147
	ENSG00000287149
C2orf27A	ENSG00000287151
	ENSG00000287165
	ENSG00000287172
	ENSG00000287218
	ENSG00000287250
	ENSG00000287284
	ENSG00000287291
	ENSG00000287299
	ENSG00000287305
	ENSG00000287308
	ENSG00000287313
	ENSG00000287316
	ENSG00000287343
	ENSG00000287344
	ENSG00000287356
	ENSG00000287362
	ENSG00000287405
	ENSG00000287414
	ENSG00000287418
	ENSG00000287435
	ENSG00000287451
	ENSG00000287452
	ENSG00000287468
	ENSG00000287474
	ENSG00000287498
	ENSG00000287524
	ENSG00000287529
	ENSG00000287536
	ENSG00000287583
	ENSG00000287621
	ENSG00000287625
	ENSG00000287628
	ENSG00000287640
	ENSG00000287658
	ENSG00000287662
	ENSG00000287670
	ENSG00000287687
	ENSG00000287742
	ENSG00000287749
	ENSG00000287763
	ENSG00000287771
	ENSG00000287791
	ENSG00000287793
	ENSG00000287832
	ENSG00000287839
	ENSG00000287847
	ENSG00000287849
	ENSG00000287854
	ENSG00000287858
	ENSG00000287867
	ENSG00000287871
	ENSG00000287875
	ENSG00000287881
	ENSG00000287900
	ENSG00000287902
	ENSG00000287931
	ENSG00000287937
	ENSG00000287956
	ENSG00000287971
	ENSG00000287978
	ENSG00000288031
	ENSG00000288040
	ENSG00000288048
	ENSG00000288064
	ENSG00000288065
	ENSG00000288066
	ENSG00000288080
	ENSG00000288082
	ENSG00000288089
	ENSG00000288091
	ENSG00000288437
SMIM42	ENSG00000288460
	ENSG00000288524
	ENSG00000288535
	ENSG00000288553
	ENSG00000288565
	ENSG00000288573
	ENSG00000288574
	ENSG00000288582
	ENSG00000288658
UGT1A3	ENSG00000288702
UGT1A5	ENSG00000288705
	ENSG00000288707
	ENSG00000288734
	ENSG00000288736
	ENSG00000288772
	ENSG00000288775
	ENSG00000288786
	ENSG00000288791
	ENSG00000288804
	ENSG00000288816
	ENSG00000288819
	ENSG00000288822
	ENSG00000288857
	ENSG00000288858
	ENSG00000288866
SMANTIS	ENSG00000288869
	ENSG00000288880
	ENSG00000288898
	ENSG00000288900
	ENSG00000288902
	ENSG00000288905
	ENSG00000288925
	ENSG00000288927
	ENSG00000288932
	ENSG00000288934
	ENSG00000288948
	ENSG00000288958
	ENSG00000288960
	ENSG00000288982
	ENSG00000288986
	ENSG00000288994
	ENSG00000288999
	ENSG00000289002
	ENSG00000289003
	ENSG00000289013
	ENSG00000289014
	ENSG00000289018
	ENSG00000289026
	ENSG00000289033
	ENSG00000289055
	ENSG00000289062
	ENSG00000289071
	ENSG00000289076
	ENSG00000289077
	ENSG00000289082
	ENSG00000289091
	ENSG00000289103
	ENSG00000289106
	ENSG00000289129
	ENSG00000289135
	ENSG00000289141
	ENSG00000289156
	ENSG00000289157
	ENSG00000289167
	ENSG00000289176
	ENSG00000289191
	ENSG00000289205
	ENSG00000289247
	ENSG00000289250
	ENSG00000289253
	ENSG00000289261
	ENSG00000289265
	ENSG00000289272
	ENSG00000289273
	ENSG00000289288
	ENSG00000289296
	ENSG00000289300
	ENSG00000289318
	ENSG00000289321
	ENSG00000289326
	ENSG00000289327
	ENSG00000289341
	ENSG00000289349
	ENSG00000289355
	ENSG00000289364
	ENSG00000289367
	ENSG00000289370
	ENSG00000289374
	ENSG00000289377
	ENSG00000289389
	ENSG00000289402
	ENSG00000289408
	ENSG00000289410
	ENSG00000289413
	ENSG00000289422
	ENSG00000289429
	ENSG00000289432
	ENSG00000289439
	ENSG00000289452
	ENSG00000289457
	ENSG00000289463
	ENSG00000289474
	ENSG00000289490
	ENSG00000289498
	ENSG00000289529
	ENSG00000289533
	ENSG00000289534
	ENSG00000289545
	ENSG00000289555
	ENSG00000289556
	ENSG00000289566
	ENSG00000289567
	ENSG00000289573
	ENSG00000289576
	ENSG00000289589
	ENSG00000289593
	ENSG00000289606
	ENSG00000289608
	ENSG00000289610
	ENSG00000289614
	ENSG00000289615
	ENSG00000289627
	ENSG00000289628
	ENSG00000289685
	ENSG00000289698
	ENSG00000289727
	ENSG00000289768
FAM95A	ENSG00000289811
	ENSG00000289835
	ENSG00000289855
	ENSG00000289856
	ENSG00000289880
	ENSG00000289881
	ENSG00000289893
	ENSG00000289914
	ENSG00000289935
	ENSG00000289941
	ENSG00000289943
	ENSG00000289962
	ENSG00000289974
	ENSG00000289982
	ENSG00000289995
	ENSG00000290000
	ENSG00000290006
	ENSG00000290013
	ENSG00000290023
	ENSG00000290030
	ENSG00000290037
	ENSG00000290041
	ENSG00000290045
	ENSG00000290050
	ENSG00000290060
	ENSG00000290066
	ENSG00000290071
	ENSG00000290074
	ENSG00000290081
	ENSG00000290085
	ENSG00000290086
	ENSG00000290089
	ENSG00000290092
	ENSG00000290093
	ENSG00000290094
	ENSG00000290096
	ENSG00000290097
	ENSG00000290100
	ENSG00000290102
	ENSG00000290104
	ENSG00000290105
	ENSG00000290109
	ENSG00000290110
	ENSG00000290111
	ENSG00000290112
	ENSG00000290113
	ENSG00000290115
	ENSG00000290117
	ENSG00000290118
	ENSG00000290119
	ENSG00000290121
	ENSG00000290122
	ENSG00000290123
	ENSG00000290124
	ENSG00000290125
	ENSG00000290126
	ENSG00000290127
	ENSG00000290385
CYP4Z2P	ENSG00000290456
	ENSG00000290466
GBP1P1	ENSG00000290525
	ENSG00000290536
	ENSG00000290547
	ENSG00000290552
	ENSG00000290557
PGBP	ENSG00000290561
	ENSG00000290569
	ENSG00000290578
	ENSG00000290592
FMO9P	ENSG00000290604
	ENSG00000290608
	ENSG00000290612
	ENSG00000290683
OR2W5P	ENSG00000290684
	ENSG00000290705
	ENSG00000290735
	ENSG00000290764
	ENSG00000290772
	ENSG00000290784
	ENSG00000290790
	ENSG00000290791
	ENSG00000290792
	ENSG00000290825
	ENSG00000290826
	ENSG00000290842
	ENSG00000290849
	ENSG00000290850
	ENSG00000290851
	ENSG00000290854
	ENSG00000290867
	ENSG00000290869
	ENSG00000290903
	ENSG00000290904
	ENSG00000290909
	ENSG00000290916
	ENSG00000290989
	ENSG00000290999
	ENSG00000291005
	ENSG00000291014
	ENSG00000291068
	ENSG00000291072
	ENSG00000291077
H2BP1	ENSG00000291123
	ENSG00000291129
	ENSG00000291132
	ENSG00000291135
	ENSG00000291137
	ENSG00000291138
EMBP1	ENSG00000291141
	ENSG00000291156
	ENSG00000291157
	ENSG00000291158
	ENSG00000291199
	ENSG00000291215
	ENSG00000291216
	ENSG00000291217
	ENSG00000291226
	ENSG00000291232
	ENSG00000291233
	ENSG00000291234
	ENSG00000291242
	ENSG00000291243
	ENSG00000291246
SEMA3F	ENSG00000001617
HS3ST1	ENSG00000002587
RBM5	ENSG00000003756
PLXND1	ENSG00000004399
RBM6	ENSG00000004534
ZMYND10	ENSG00000004838
MCUB	ENSG00000005059
CACNA2D2	ENSG00000007402
DLEC1	ENSG00000008226
CELSR3	ENSG00000008300
SS18L2	ENSG00000008324
SEC62	ENSG00000008952
UQCRC1	ENSG00000010256
HHATL	ENSG00000010282
PHF7	ENSG00000010318
SEMA3G	ENSG00000010319
NISCH	ENSG00000010322
STAB1	ENSG00000010327
ABHD5	ENSG00000011198
LARS2	ENSG00000011376
CEP68	ENSG00000011523
SEMA3B	ENSG00000012171
LTF	ENSG00000012223
SLC7A14	ENSG00000013293
CLDN11	ENSG00000013297
ACP3	ENSG00000014257
CHDH	ENSG00000016391
GLT8D1	ENSG00000016864
ATP2C1	ENSG00000017260
WWTR1	ENSG00000018408
ZNF285CP	ENSG00000018607
SPAST	ENSG00000021574
CPS1	ENSG00000021826
ALAS1	ENSG00000023330
ARHGAP31	ENSG00000031081
UBA6	ENSG00000033178
SLC4A7	ENSG00000033867
ASTE1	ENSG00000034533
SH3YL1	ENSG00000035115
FAM136A	ENSG00000035141
STAP1	ENSG00000035720
TBC1D23	ENSG00000036054
CASR	ENSG00000036828
AGA	ENSG00000038002
TLL1	ENSG00000038295
INPP4A	ENSG00000040933
LSG1	ENSG00000041802
PARP3	ENSG00000041880
C2orf83	ENSG00000042304
DCUN1D1	ENSG00000043093
EPHA3	ENSG00000044524
CP	ENSG00000047457
MAP4	ENSG00000047849
TNIP3	ENSG00000050730
POLQ	ENSG00000051341
PIK3CB	ENSG00000051382
FNIP2	ENSG00000052795
MCF2L2	ENSG00000053524
PUM2	ENSG00000055917
ITIH4	ENSG00000055955
ITIH1	ENSG00000055957
IL17RB	ENSG00000056736
DCBLD2	ENSG00000057019
USP13	ENSG00000058056
ATP11B	ENSG00000058063
SEC61A1	ENSG00000058262
DGKG	ENSG00000058866
GATB	ENSG00000059691
ACAA1	ENSG00000060971
NCKAP1	ENSG00000061676
TNK2	ENSG00000061938
LIMCH1	ENSG00000064042
ST3GAL6	ENSG00000064225
POU1F1	ENSG00000064835
ROPN1	ENSG00000065371
PDIA5	ENSG00000065485
NDUFB4	ENSG00000065518
MYLK	ENSG00000065534
ZC3H15	ENSG00000065548
ASB1	ENSG00000065802
CLDN18	ENSG00000066405
ZBTB11	ENSG00000066422
RHOA	ENSG00000067560
HYAL2	ENSG00000068001
RASSF1	ENSG00000068028
IP6K2	ENSG00000068745
IFT80	ENSG00000068885
ATP1B3	ENSG00000069849
PFN2	ENSG00000070087
DAPP1	ENSG00000070190
ZXDC	ENSG00000070476
RAD18	ENSG00000070950
ARHGAP10	ENSG00000071205
LMCD1	ENSG00000071282
HLTF	ENSG00000071794
TFRC	ENSG00000072274
TRNT1	ENSG00000072756
SIDT1	ENSG00000072858
MCM2	ENSG00000073111
TP63	ENSG00000073282
PPP2R3A	ENSG00000073711
IGF2BP2	ENSG00000073792
MAP3K13	ENSG00000073803
ST6GAL1	ENSG00000073849
PPP2R2C	ENSG00000074211
MGLL	ENSG00000074416
FNDC3B	ENSG00000075420
PLD1	ENSG00000075651
DLG1	ENSG00000075711
RAB7A	ENSG00000075785
EXOSC7	ENSG00000075914
MKRN2	ENSG00000075975
PTPN23	ENSG00000076201
MLH1	ENSG00000076242
RARB	ENSG00000077092
TOP2B	ENSG00000077097
JADE1	ENSG00000077684
MAP2	ENSG00000078018
MCCC1	ENSG00000078070
LAMP3	ENSG00000078081
LXN	ENSG00000079257
TNS1	ENSG00000079308
AFM	ENSG00000079557
CRYBG3	ENSG00000080200
EPHA6	ENSG00000080224
CPOX	ENSG00000080819
CLDND1	ENSG00000080822
AFP	ENSG00000081051
IMPG2	ENSG00000081148
PCNP	ENSG00000081154
UBA5	ENSG00000081307
CCNT2	ENSG00000082258
SEMA5B	ENSG00000082684
GSK3B	ENSG00000082701
ITGB5	ENSG00000082781
RNF13	ENSG00000082996
CHMP2B	ENSG00000083937
MYNN	ENSG00000085274
MECOM	ENSG00000085276
USP40	ENSG00000085982
ACOX3	ENSG00000087008
DOCK3	ENSG00000088538
C3orf18	ENSG00000088543
TMEM40	ENSG00000088726
KIF9	ENSG00000088727
PCBP4	ENSG00000090097
SI	ENSG00000090402
FETUB	ENSG00000090512
DNAJB11	ENSG00000090520
P3H2	ENSG00000090530
THPO	ENSG00000090534
CHRD	ENSG00000090539
IL5RA	ENSG00000091181
CMTM6	ENSG00000091317
SEL1L3	ENSG00000091490
TF	ENSG00000091513
CDV3	ENSG00000091527
CD200	ENSG00000091972
CCDC80	ENSG00000091986
DAZL	ENSG00000092345
LRRFIP2	ENSG00000093167
SEC22C	ENSG00000093183
XYLB	ENSG00000093217
MSH2	ENSG00000095002
GABRA4	ENSG00000109158
SLAIN2	ENSG00000109171
UGT2B10	ENSG00000109181
CWH43	ENSG00000109182
SMR3A	ENSG00000109208
LAMTOR3	ENSG00000109270
ZNF330	ENSG00000109445
KLHL2	ENSG00000109466
FRG1	ENSG00000109536
AADAT	ENSG00000109576
DHX15	ENSG00000109606
CPZ	ENSG00000109625
SLC2A9	ENSG00000109667
NEIL3	ENSG00000109674
TBC1D19	ENSG00000109680
KLF3	ENSG00000109787
PPARGC1A	ENSG00000109819
EHHADH	ENSG00000113790
CNTN3	ENSG00000113805
SMC4	ENSG00000113810
SELENOK	ENSG00000113811
ACTR8	ENSG00000113812
TBCCD1	ENSG00000113838
TIMMDC1	ENSG00000113845
CRBN	ENSG00000113851
KNG1	ENSG00000113889
HRG	ENSG00000113905
BCL6	ENSG00000113916
HGD	ENSG00000113924
CLDN16	ENSG00000113946
ARL6	ENSG00000113966
NPHP3	ENSG00000113971
CD86	ENSG00000114013
AMOTL2	ENSG00000114019
NIT2	ENSG00000114021
FAM162A	ENSG00000114023
OGG1	ENSG00000114026
KPNA1	ENSG00000114030
PCCB	ENSG00000114054
ARMC8	ENSG00000114098
CEP70	ENSG00000114107
RBP2	ENSG00000114113
RBP1	ENSG00000114115
SLC25A36	ENSG00000114120
GRK7	ENSG00000114124
RNF7	ENSG00000114125
TFDP2	ENSG00000114126
XRN1	ENSG00000114127
KAT2B	ENSG00000114166
BCHE	ENSG00000114200
SERPINI2	ENSG00000114204
PDCD10	ENSG00000114209
LRRC31	ENSG00000114248
WNT5A	ENSG00000114251
PFKFB4	ENSG00000114268
COL7A1	ENSG00000114270
FGF12	ENSG00000114279
PRKAR2A	ENSG00000114302
HES1	ENSG00000114315
USP4	ENSG00000114316
ACAP2	ENSG00000114331
ECT2	ENSG00000114346
GNAT1	ENSG00000114349
GNAI2	ENSG00000114353
TFG	ENSG00000114354
HYAL1	ENSG00000114378
TUSC2	ENSG00000114383
NPRL2	ENSG00000114388
RPL24	ENSG00000114391
CYB561D2	ENSG00000114395
C3orf14	ENSG00000114405
FXR1	ENSG00000114416
CBLB	ENSG00000114423
BBX	ENSG00000114439
IFT57	ENSG00000114446
GNB4	ENSG00000114450
HHLA2	ENSG00000114455
IQCG	ENSG00000114473
GBE1	ENSG00000114480
MORC1	ENSG00000114487
UMPS	ENSG00000114491
NCBP2	ENSG00000114503
SNX4	ENSG00000114520
C3orf52	ENSG00000114529
FRMD4B	ENSG00000114541
SLC41A3	ENSG00000114544
ROPN1B	ENSG00000114547
PLXNA1	ENSG00000114554
ATP6V1A	ENSG00000114573
ABTB1	ENSG00000114626
PODXL2	ENSG00000114631
UPK1B	ENSG00000114638
CSPG5	ENSG00000114646
KLHL18	ENSG00000114648
SCAP	ENSG00000114650
EFCC1	ENSG00000114654
CFAP92	ENSG00000114656
NEK11	ENSG00000114670
MRPL3	ENSG00000114686
PLSCR4	ENSG00000114698
HEMK1	ENSG00000114735
CISH	ENSG00000114737
MAPKAPK3	ENSG00000114738
ACVR2B	ENSG00000114739
WDR48	ENSG00000114742
COMMD2	ENSG00000114744
GORASP1	ENSG00000114745
PEX5L	ENSG00000114757
RRP9	ENSG00000114767
ABCC5	ENSG00000114770
AADAC	ENSG00000114771
ABHD14B	ENSG00000114779
EIF1B	ENSG00000114784
ABHD14A-ACY1	ENSG00000114786
ARHGEF26	ENSG00000114790
KLHL24	ENSG00000114796
PLCH1	ENSG00000114805
VIPR1	ENSG00000114812
DNAH1	ENSG00000114841
SSR3	ENSG00000114850
ZBTB47	ENSG00000114853
TNNC1	ENSG00000114854
NKTR	ENSG00000114857
CLCN2	ENSG00000114859
FOXP1	ENSG00000114861
EIF4G1	ENSG00000114867
SPCS1	ENSG00000114902
NEK4	ENSG00000114904
STAM2	ENSG00000115145
GRB14	ENSG00000115290
LANCL1	ENSG00000115365
GLS	ENSG00000115419
UNC50	ENSG00000115446
PRKAG3	ENSG00000115592
WNT6	ENSG00000115596
SLC1A4	ENSG00000115902
PLEK	ENSG00000115956
AAK1	ENSG00000115977
CD207	ENSG00000116031
COLEC11	ENSG00000118004
STAG1	ENSG00000118007
A4GNT	ENSG00000118017
KLF7	ENSG00000118263
RARRES1	ENSG00000118849
MFSD1	ENSG00000118855
PIGZ	ENSG00000119227
SENP5	ENSG00000119231
CNRIP1	ENSG00000119865
SERP1	ENSG00000120742
PLS1	ENSG00000120756
LRAT	ENSG00000121207
TMEM131L	ENSG00000121210
PDZRN3	ENSG00000121440
SEC22A	ENSG00000121542
CSTA	ENSG00000121552
DPPA4	ENSG00000121570
POPDC2	ENSG00000121577
B4GALT4	ENSG00000121578
NAA50	ENSG00000121579
CD80	ENSG00000121594
CCRL2	ENSG00000121797
CCR2	ENSG00000121807
GHSR	ENSG00000121853
TNFSF10	ENSG00000121858
ZNF639	ENSG00000121864
SLITRK3	ENSG00000121871
PIK3CA	ENSG00000121879
FYTTD1	ENSG00000122068
NDUFB4P12	ENSG00000124399
CXCL6	ENSG00000124875
EMC3	ENSG00000125037
SSUH2	ENSG00000125046
PAX8	ENSG00000125618
HTR5BP	ENSG00000125631
TMEM115	ENSG00000126062
MASP1	ENSG00000127241
ATP13A4	ENSG00000127249
PLAAT1	ENSG00000127252
CHN1	ENSG00000128656
ACKR4	ENSG00000129048
ANAPC13	ENSG00000129055
MBD4	ENSG00000129071
SPCS3	ENSG00000129128
SGO1	ENSG00000129810
KIF1A	ENSG00000130294
PXDN	ENSG00000130508
ZNF141	ENSG00000131127
MRPS25	ENSG00000131368
SH3BP5	ENSG00000131370
HACL1	ENSG00000131373
TBC1D5	ENSG00000131374
CAPN7	ENSG00000131375
RFTN1	ENSG00000131378
C3orf20	ENSG00000131379
RBSN	ENSG00000131381
GALNT15	ENSG00000131386
SLC6A6	ENSG00000131389
DHX30	ENSG00000132153
RAF1	ENSG00000132155
SLC6A11	ENSG00000132164
PPARG	ENSG00000132170
NUP210	ENSG00000132182
PER2	ENSG00000132326
EEFSEC	ENSG00000132394
HMGB1P5	ENSG00000132967
ATP13A3	ENSG00000133657
IRAK2	ENSG00000134070
CAMK1	ENSG00000134072
THUMPD3	ENSG00000134077
VHL	ENSG00000134086
BHLHE40	ENSG00000134107
ARL8B	ENSG00000134108
EDEM1	ENSG00000134109
CNTN6	ENSG00000134115
CHL1	ENSG00000134121
CLOCK	ENSG00000134852
PDGFRA	ENSG00000134853
UGT2A3	ENSG00000135220
UGT2B28	ENSG00000135226
VILL	ENSG00000136059
FLNB	ENSG00000136068
RTP4	ENSG00000136514
ACTL6A	ENSG00000136518
NDUFB5	ENSG00000136521
MRPL47	ENSG00000136522
TRA2B	ENSG00000136527
SKIL	ENSG00000136603
BIN1	ENSG00000136717
KHK	ENSG00000138030
RAB1A	ENSG00000138069
ACTR2	ENSG00000138071
DBR1	ENSG00000138231
DNAJC13	ENSG00000138246
GPR87	ENSG00000138271
ABI2	ENSG00000138443
SLC35A5	ENSG00000138459
SLC49A4	ENSG00000138463
SENP7	ENSG00000138468
GUCA1C	ENSG00000138472
CCDC54	ENSG00000138483
COX17	ENSG00000138495
PARP9	ENSG00000138496
ARHGAP24	ENSG00000138639
FAM13A	ENSG00000138640
HERC3	ENSG00000138641
PCDH10	ENSG00000138650
NDST4	ENSG00000138653
COPS4	ENSG00000138663
SEC31A	ENSG00000138674
GPAT3	ENSG00000138678
CCNG2	ENSG00000138764
CDKL2	ENSG00000138769
SHROOM3	ENSG00000138771
PPA2	ENSG00000138777
GSTCD	ENSG00000138780
PAPSS1	ENSG00000138801
SEC24B	ENSG00000138802
PPP3CA	ENSG00000138814
LSP1P4	ENSG00000143429
ACP1	ENSG00000143727
TEX261	ENSG00000144043
CNGA3	ENSG00000144191
PKP4	ENSG00000144283
UNC80	ENSG00000144406
CPO	ENSG00000144410
SUMF1	ENSG00000144455
CPNE9	ENSG00000144550
FANCD2	ENSG00000144554
TAMM41	ENSG00000144559
VGLL4	ENSG00000144560
RAB5A	ENSG00000144566
GRIP2	ENSG00000144596
EAF1	ENSG00000144597
CNTN4	ENSG00000144619
DYNC1LI1	ENSG00000144635
RBMS3	ENSG00000144642
GADL1	ENSG00000144644
OSBPL10	ENSG00000144645
POMGNT2	ENSG00000144647
ACKR2	ENSG00000144648
GASK1A	ENSG00000144649
CSRNP1	ENSG00000144655
SLC25A38	ENSG00000144659
